"DealerName","DealerNumber","EstablishedDate","InactiveDate","TaxID","AlphaCode","DealerCRD","MainTelephone","MainFax","StreetAddress","City","State","ZipCode","Platforms","TradingContact","DividendsContact","InvoicesContact","GroupContact","ContractIncludesAllFundsValue","FeePaymentMatrix","AdditionalPaymentInformation","WireInstructions","CheckAddress","OperationsQuestionnaire","RefresherDetails","TradingMethodValue","AccountTypes","SignatureGuaranteeWaiver","c_22c2FormOnFileValue","AdditionalContacts","HistoricalInformation","RedemptionFeeExceptions","Contracts","ClearingCorrespondents","Notes","IDCValue","Site","AdditionalInformation","BillingChannels","LastIntermediaryDueDiligenceReview","ADC22c2Feed","ACHPaymentInstructions","FirmAddress","DealerGroupId","TradesSuperOmnibusValue","TradesOmnibusValue","MarketTimingInformation","DateOfReceiptOfMostRecentControlAuditReport","CreatedById","ModifiedById","Modified","Created","PrimaryDealer","ParticipatesInCBRS","PayNoPayDealerValue","Authorized3rdParty","ContractIncludesRetirementClass","ContractNotes","BillingMethodValue","Id"
"Cetera Investment Services","0701","2000-07-25 00:00:00",,"41-1483314","BB","15340","800.245.0467","877.338.9151","400 1st Street South","St. Cloud","MN","56301",,,,,,"Yes",,"No payments are remitted to this dealer.​",,"PRIMEVEST FINANCIAL SERVICES 
400 FIRST ST S STE 300
ST CLOUD, MN 56301-4699","http://harborware/livelink/llisapi.dll?func=ll&objId=5556995&objAction=browse&viewType=1, Contact Information","Dividend- Daily, Financial- Daily, Account Position- 1st & 3rd Fridays, Dec Month End","NSCC","Broken Out","Yes","Yes",,,,,,,"No","https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/0701/default.aspx, Site","<div class=""ExternalClassCCE9E527FEC74F5A953D75B982AFE39F""><html>
  <p>​Name change from PrimeVest Financial Services to Cetera Investment Services effective 8/22/2014</p>
</html></div>",,,"False",,"400 FIRST ST. S. SUITE 300
ST. CLOUD, MN  56302",75,"No","No",,,440,307,"2019-07-05 15:18:32","2012-08-16 16:33:33",,"True",,,,,,179
"HSBC Bank","205728","2003-08-27 00:00:00","2013-12-23 00:00:00",,,,"716-841-6680","716-841-6670","One HSBC Center 9th Floor","Buffalo","NY","14203",,,,,,"Yes",,"No payments are remitted to this dealer.​",,"PO BOX 1329
BUFFALO, NY 14240-1329","http://harborware/livelink/llisapi.dll?func=ll&objId=5552364&objAction=browse&viewType=1, Contact Information","N/A","NSCC","Broken Out","N/A","Yes",,,,,,,"No","https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/UMB%20Distributions%20Services%20LLC/default.aspx, Site","<div class=""ExternalClass4646E814913A43DFAF4767D6477285D5""><p>Formerly known as&#160;UMB Bank.</p>
<p>Current accounts trade via SEI (2039)​</p>
<p>&#160;</p>
<p>Per the instructions of the FA's, This should still be listed as HSBC Bank.&#160; HSG created an internal dealer number of 5728, meanshile, that number belonged to UMB (we did not have an agreement with them).&#160; Per instructions from the FA's, we have changed 5728 back to HSBC, and updated the profile.</p></div>","<div class=""ExternalClass404452316C3C47B4B1DC9AF5D93A1413""><div></div></div>",,"False",,,91,"No","No",,,454,90,"2015-05-08 09:43:54","2012-08-17 11:02:55",,,"$",,,,,180
"Presidential Bank FSB","5987","2001-08-08 00:00:00",,"52-1377663","KF",,"301-951-5082","301-652-2636","4600 East-West Highway Suite 400","Bethesda","MD","20814",,,,,,"No",,"No payments are remitted to this dealer.​",,"PRESIDENTIAL BANK FSB 
TRUST CUSTODY DEPARTMENT
4600 EAST-WEST HIGHWAY STE 400
BETHESDA, MD 20814-3408","http://harborware/livelink/llisapi.dll?func=ll&objId=5551485&objAction=browse&viewType=1, Contact Information","Dividend - Daily, Financial Activity - Daily, Position - 1st and 3rd Friday","NSCC","Omnibus","NO","Yes",,,,,,,"No","https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/Presidential%20Bank%20FSB/default.aspx, Site","<div class=""ExternalClassC5BB60AE77A7404C8AAA3A2B4B9838C5""><html>
  <p>Other Profiles for Presidential Bank FSB include&#58;</p>
<p>​505987 - <span id=""ms-rterangepaste-start""></span>Custodian ID used for NSCC Trust trading/settlement only.<span id=""ms-rterangepaste-end""></span></p></html></div>",,,"False",,,46,"No","No",,,454,107,"2016-03-14 10:57:05","2012-08-17 11:58:14","True","True",,,,,,181
"Frontier Trust Company/PJ Robb","6531","2009-08-27 00:00:00","2014-04-24 00:00:00","62-1592808",,"38339","215-648-8000","215-648-4888","PO Box 10758","Fargo","ND","58106",,,,,,"Yes",,,,"Branch: PAYEE
ASCENSUS 200 DRYDEN RD
DRESHER, PA 19025-1044 ","http://harborware/livelink/llisapi.dll?func=ll&objId=5551613&objAction=browse&viewType=1, http://harborware/livelink/llisapi.dll?func=ll&objId=5551613&objAction=browse&viewType=1",,"NSCC",,,"Yes",,,,,,,"No","https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/Frontier%20Trust%20Company%20-%20PJ%20Robb%20(6531)/default.aspx, Site","<div class=""ExternalClass34BA3809FE894CF79367CB3F64CDC10B""><p>Frontier trust sunsetted 6531 PJ Robb in March 2014.&#160; </p></div>","<div class=""ExternalClassD1633032E70441E6BFE34114ECDDEEC0""><div></div></div>",,"False",,,10,"No","Yes","https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Risk/ACD/Lists/Harbors%20Intermediary%20Contacts/DispForm.aspx?ID=1&ContentTypeId=0x01008CE0977A980A2049932FBD4B7C221DBD, Link",,454,90,"2015-05-08 09:59:17","2012-08-17 14:58:22",,,"$",,,,,182
"Wexford Clearing Services Corp.","209003",,"2013-09-18 00:00:00",,,,,,,,,,,,,,,"Yes",,,,"WEXFORD CLEARING SERVICES CORP (PRUDENTIAL)
1 NEW YORK PLAZA
NEW YORK, NY 10004-1949",,"Week 1, 3 on Friday",,,,,,,,,,,"No","https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/Wexford%20Clearing%20Services%20Corp/default.aspx, Site",,"<div class=""ExternalClass9497CE8EBD5343178F9618B3C19199B9"">
  <div></div>
</div>",,"False",,,75,,,,,454,90,"2015-05-08 10:13:51","2012-08-17 15:01:30",,,,,,,,183
"QA3 Financial Corp","209110","2003-06-23 00:00:00","2011-02-11 00:00:00",,,,"402-964-3702","402-964-3707","One Valmont Plaza 4th Fl","Omaha","NE","68154",,,,,,"Yes",,,,,"http://harborware/livelink/llisapi.dll?func=ll&objId=5557929&objAction=browse&viewType=1, Contact Information","N/A","NSCC","Retail","NO","Yes",,,,,,,"No","https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/QA3%20Financial%20Corp/default.aspx, Site","<div class=""ExternalClass0A177E66B5B84CF6BA909A60B93ABA00""><html>
  <div class=""ExternalClass0ED6431787EF49CAADD496DC7112101E"">
    <html>
  <div class=""ExternalClass8F960125FACB400E9A8D49009C322DC0"">
    <p>QA3 has only one open retail account​</p>
  </div>
</html>
  </div>
</html></div>","<div class=""ExternalClass043261FA927843D99116DB3A54DD6ECD"">
  <div></div>
</div>",,"False",,,75,"No","No",,,1073741823,94,"2014-06-27 10:46:52","2012-08-20 16:47:22",,,,,,,,185
"Ramsey National Bank","209111","2003-10-02 00:00:00",,"45-6030695",,,"701-662-5547","701-662-8510","300 Fourth Street NE","Devils Lake","ND","58301",,,,,,"Yes",,"No payments are remitted to this dealer.​",,"300 FOURTH ST
DEVILS LAKE, ND 58301-2412 ​   ","http://harborware/livelink/llisapi.dll?func=ll&objId=5558024&objAction=browse&viewType=1, Contact Information",,"Next Day Settlement","Retail ","NO","Yes",,,,,,,"No","https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/Ramsey%20National%20Bank/default.aspx, Site","<div class=""ExternalClass1BE2AEF2DDD1443DAD2AE55456837857""><html>
  <div class=""ExternalClass42DBDA9A30D9403295A161E90C7D7544"">
    <p>Ramsey trades Next Day Settlement​</p>
  </div>
</html></div>",,,"False",,,75,"No","No",,,1073741823,107,"2016-03-14 11:06:20","2012-08-20 16:55:05",,,"$",,,,,186
"Retirement Plan Company LLC","209050","2003-11-18 00:00:00","2013-10-07 00:00:00",,,,,,"5250 Virginia Way","Brentwood","TN","37024-1429",,,,,,"Yes",,"No payments are remitted to this dealer.​",,"RETIREMENT PLAN COMPANY, LLC
175 FEDERAL ST 6TH FLOOR
BOSTON, MA 21102-210 ​","http://harborware/livelink/llisapi.dll?func=ll&objId=5558052&objAction=browse&viewType=1, Contact Information","N/A","NSCC","Omnibus (trades via 5954)","N/A","Yes",,,,,,,"No","https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/Retirement%20Plan%20Company%20LLC/default.aspx, Site","<div class=""ExternalClass9EE12B1C4B2E4B7F81E7A89EC7A106E0""><html>
  <div class=""ExternalClass36F9931F65D4487A895BB8D09A516516"">
    <p>The Retirement Plan Company is the successor to GoldK, Inc.​</p>
  </div>
</html></div>","<div class=""ExternalClass4BFBED9B957F43F18802AFFBC8653449"">
  <div></div>
</div>",,"False",,,52,,,,,1073741823,90,"2015-05-08 10:15:09","2012-08-21 12:54:46",,,,,,,,187
"Waterstone Financial Group","209036","2006-07-05 00:00:00","2010-11-10 00:00:00",,,"10078","630-250-7000","630-250-7097","500 Park Blvd Suite 800","Itasca","IL","60143-2645",,,,,,"Yes",,"No payments are remitted to this dealer.​",,"120N LASALLE ST
SUITE 3750
CHICAGO, IL 60602-2417​","http://harborware/livelink/llisapi.dll?func=ll&objId=5557845&objAction=browse&viewType=1, Contact Information","2nd and 4th Friday ( via Mesirow)","NSCC","Broken out (via 0727)","NO","Yes",,,,,,,"No","https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/Waterstone%20Financial%20Group/default.aspx, Site",,"<div class=""ExternalClass78E54820ABDA4728B17AAA383D42327A"">
  <div></div>
</div>",,"False",,,75,"No","No",,,437,90,"2015-05-08 10:13:24","2012-08-21 14:52:14",,,,,,,,188
"Sorsby Financial Corp","209124","2006-06-09 00:00:00",,"36-4033989",,"39437","312-751-0469","312-751-8125","676 N Michigan Ave Suite 3140","Chicago","IL","60614",,,,,,"Yes",,,,"676 N MICHIGAN AVE STE. 3140
CHICAGO, IL  60614-2848",,"Dividend - Daily, Financial Activity - Daily, Position - 2nd and 4th Friday (via dealer 0727)","NSCC","Broken Out (trades via Mesirow)","NO","Yes",,,,,,,"No","https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/Sorsby%20Financial%20Corp/default.aspx, Site","<div class=""ExternalClassAAEE05AB0CA4486F8FB3611592203578""><html>
  <div class=""ExternalClassEFBCB79A94E0466A8FD002881BD740A1"">
    <p>No assets​</p>
  </div>
</html></div>",,,"False",,"676 N MICHIGAN AVE STE. 3140
CHICAGO, IL  60614-2848",75,"No","No",,,1073741823,107,"2016-03-14 12:36:29","2012-08-23 11:34:27",,,"$",,,,,190
"Stein Roe Investment Counsel ","209127","2002-10-01 00:00:00","2019-10-07 00:00:00",,,,"312-368-7640","312-368-8136","One South Wacker Dr","Chicago ","IL","60606",,,,,,,,"No payments are remitted to this dealer.​",,"ONE SOUTH WACKER DRIVE
35TH
CHICAGO, IL 60606-4649","http://harborware/livelink/llisapi.dll?func=ll&objId=5557581&objAction=browse&viewType=1, Contact Information",,"Direct",,"NO","No",,,"<div class=""ExternalClass7FFA4BBA227B4022AC48F132AD3805F1""><html>
  <p>​Contract terminated effective 6/22/2019 as part of the intermediary records cleanup project.<br></p>
</html></div>",,,,"No","https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/Stein%20Roe%20Investment%20Counsel/default.aspx, Site","<div class=""ExternalClassC261652562A346BF9FBB1224F6CF1934""><html>
  <div class=""ExternalClassDE7E7C2949B64EB3BD6E13BEEA7D501B"">
    <p>Stein Roe only has a FanMail agreement​</p>
<p>&#160;</p>
</div>
</html></div>",,,"False",,,75,"No","No",,,1073741823,142,"2019-10-24 11:49:23","2012-08-23 11:41:31",,,,,,,,191
"Sterling Trust Company ","209129","2003-04-15 00:00:00","2019-10-07 00:00:00",,,,,,"7901 Fish Pond Rd","Waco","TX","76710",,,,,,,,"No payments are remitted to this dealer.​",,"7901 FISH POND RD
WACO, TX 76710-1096","http://harborware/livelink/llisapi.dll?func=ll&objId=5557738&objAction=browse&viewType=1, Contact Information",,"Direct",,"NO","No",,,,,,,"No","https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/Sterling%20Trust%20Co/default.aspx, Site","<div class=""ExternalClassC44BE135CBB34F7AA238D99B01B3ECA1""><html>
    <p>Sterling only has a FANMail agreement​<br></p>
<p>10/24/2019 (AK) - The agreement was terminated as part of the intermediary records cleanup project. Sterling is no longer a FANMail user.<br></p>
  </html></div>",,,"False",,,75,"No","No",,,1073741823,142,"2019-10-24 11:05:34","2012-08-23 11:51:42",,,,,,,,192
"TC Advisors Network ","209135","2001-01-09 00:00:00","2009-04-22 00:00:00",,,,"303-705-6057","303-705-6128","7103 S Revere Pkwy","Englewood","CO","80112",,,,,,"No",,"No payments are remitted to this dealer.​",,,"http://harborware/livelink/llisapi.dll?func=ll&objId=5557909&objAction=browse&viewType=1, Contact Information","N/A","NSCC",,"N/A","Yes",,,,,,,"No","https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/TC%20Advisors%20Network/default.aspx, Site","<div class=""ExternalClassD2491919E6BC4851BF8A61A1ADAA15CA""><html>
  <div class=""ExternalClassEB12D8770F1B4C8D8456A99C89A41AE7"">Note that this dealer number was deactivated in 2009 for operational purposes only.&#160; The agreements with this firm remain in effect.&#160; If there is ever a business need to add this firm to account(s), this number can be reactivated or a new number established.</div><div class=""ExternalClassEB12D8770F1B4C8D8456A99C89A41AE7"">2/27/18 SL -&#160;TCA entered into agreement and plan of merger dated Oct 19, 2017 which E Trade Financiap Corp and its indirect subsidiary E Trade Savings Bank and has been merged with and into ETSB with ETSB as the surviving entity. </div>
</html></div>","<div class=""ExternalClass443D6E28EA0E4361AF1E243F3F942B52""><html>
  <div></div>
</html></div>",,"False",,,75,,,,,1073741823,85,"2018-02-27 09:14:20","2012-08-23 13:57:51",,,,,,,,193
"Matrix Trust Company","0068","2003-07-14 00:00:00","2016-12-31 00:00:00","51-0099033","U1",,"602-955-8393","602-955-8014","PO Box 52129","Phoenix","AZ","85072","12B1, Sub TA and Institutional Class Fees",,,,,"Yes","http://harborware/livelink/llisapi.dll?func=ll&objId=5688717&objAction=browse&viewType=1, Fee Payment Matrix","12B1/Sub TA Fees: MTF/NSCC
","<div class=""ExternalClass137B47C5100F4B3DA4C9F4D714BCA35E""><html>
  <div class=""ExternalClass42442D3832D04132AC6FD63D2803BAAA"">
    <div>&#160;</div>
<table style=""margin&#58;8px;padding&#58;100px;""><tbody><tr><td></td></tr>
<tr><td valign=""top"" style=""height&#58;55px;padding-right&#58;16px;""></td>
<td valign=""top""><p>JP Morgan Chase Bank</p><p>ABA 021000021</p><p>A/C 935663955</p><p>A/C Name MSCS Financial Services Operating</p></td></tr>

<tr><td style=""padding-right&#58;16px;""></td>
<td></td></tr>
<tr style=""height&#58;40px;""><td valign=""top"" style=""padding-right&#58;16px;""></td>
<td valign=""top""><br>&#160;<br><br><br></br></br></br></br></td></tr></tbody></table>
​ <div>&#160;</div></div>
</html></div>","MSCS Financial Services or Broadridge Business Process Outsourcing LLC
Attn: Commissions
PO Box 960
Denver CO 80201
","http://harborware/livelink/llisapi.dll?func=ll&objId=5688056&objAction=browse&viewType=1, WTRISC Contact Information","Daily","NSCC","Omnibus (Retirement Plans)","NO","Yes",,,,,,,"No","https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/0068/default.aspx, Site","<div class=""ExternalClass0F3B84BADCBC4309984A5DCB5B9937F0""><html>
  <div class=""ExternalClassBE51E131CA6140948C24A446DA561B0A"">
    <p>WTRISC was formerly known as Security&#160;Trust Company and as&#160;AST Trust Company​.</p><p><span id=""ms-rterangepaste-start""></span>Dealer ID acquired by Matrix 4/13/2015, formally Wilmington Trust Company (WTRISC).</p><p>As of December 2016, all accounts that were previously networked to the former Wilmington Trust dealer (0068) were re-networked to 5954 and all accounts with TPA 10068 were also updated to TPA 105900. This dealer ID is no longer in use, and Matrix will eventually be deactivating 0068 at the DTCC. </p>
  </div>
</html></div>",,,"False","JP Morgan Chase Bank
ABA 102001017
A/C 935663955
A/C Name MSCS Financial Services Operating
",,1,"No","Yes",,,440,105,"2017-07-24 16:40:54","2012-09-20 12:10:58",,,"$",,,,,194
"CapFinancial Securities, LLC","209162","2010-04-07 00:00:00",,"46-4350797",,"126291","919-870-6822","919-870-8891","4208 Six Forks Road Suite 1700","Raleigh","NC","27609","Standard 12b1 Fees",,,,,"Yes","http://harborware/livelink/llisapi.dll?func=ll&objId=5702954&objAction=browse&viewType=1, Fee Payment Matrix","12B1 Fees: ACH",,"PO Box 600114
Raleigh NC 27675-6114","http://harborware/livelink/llisapi.dll?func=ll&objId=5702946&objAction=browse&viewType=1, Contact Information",,,"Broken Out","N/A","Yes",,,,,,,"No","https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/capfinancial%20partners/default.aspx, Site","<div class=""ExternalClassC0214B9C99304F80B4222D8405A56DF8""><html>
  <p>​Formerly CapFinancial Partners, LLC</p>
</html></div>",,,"False","CapFinancial Securities LLC
Routing: 061000104
Bank Account: 1000165670323
Account Name: CAPFinancial Partners LLC","4208 SIX FORKS ROAD, SUITE 1700
RALEIGH, NC  27609",75,"No","No",,,440,139,"2016-03-09 15:36:34","2012-09-27 14:20:50",,,"$",,,,,195
"ADP Inc","707120",,,,,"37693",,,"71 Hanover Rd.","Florham Park","NJ","07932-0502",,,,,,,,,,"71 HANOVER RD
FLORHAM PARK, NJ 79321-502 ​","http://harborware/livelink/llisapi.dll?func=ll&objId=4763083&objAction=browse&viewType=1, Operations Questionnaire","Dividend - Daily; Financial Activity - Daily, Position - Daily",,,"No",,,,,,,,"No","https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/ADP%20Inc%20(707120)/default.aspx, Site","<div class=""ExternalClassA9BA5433692E4B84B79DFFEDD55B99B9""><html>
  <div class=""ExternalClass49232528A62A4C6B92A4FD1148ECE996"">
    <p>TPA exists for both trading purposes and fee purposes.&#160; In general, Sub TA fees are paid to this TPA instead of to dealer 7120.​</p>
  </div>
</html></div>",,,"False","ADP BROKER DEALER INC 
ABA:021000021
Account:802907022","One ADP Boulevard 
Roseland, NJ 07068- 1786",1,"No","Yes",,,41,107,"2016-03-03 15:07:17","2012-10-24 13:10:48",,,"$",,,,,196
"AIG Valic Retirement Services","209004",,"2013-04-23 00:00:00",,,,,,,,,,,,,,,,,,,"VRSCO
PO BOX 200575
HOUSTON, TX 77216-0575",,,,,,,,,,,,,"No","https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/AIG%20Valic%20Retirement%20Services/default.aspx?PageView=Shared&InitialTabId=Ribbon.WebPartPage&VisibilityContext=WSSWebPartPage, Site",,"<div class=""ExternalClass811615AECED64E2CAF87EE8AE77F853E"">
  <div></div>
</div>",,"False",,,70,,,,,41,90,"2015-05-08 10:14:26","2012-11-16 09:44:22",,,,,,,,197
"American Enterprise Invmt Serv Inc","0756","1999-11-03 00:00:00",,"38-1961943(0756) 41-0973005 (0216)","OD/AE","26506","313 628-1200 (0756)  612-678-7526 (0216)","N/A","70100 Ameriprise Financial Center","Minneapolis","MN","55474",,,,,,"Yes",,,,"70100 Ameriprise Financial Cente
Minneapolis, MN 55474",,"Dividend- Daily, Financial- Daily, Account Position- Tuesdays, Dec Month End",,,"Yes",,,,,,,,"No","https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/0756/default.aspx, Site","<div class=""ExternalClass28261D19E2374B67890A6AE7B1E276D5""><html>
  <p>​For large trade reporting purposes&#160; this dealer self-clears but is also a Pershing Correspondent.</p><p>As of August 2016, Ameriprise primarily clears through Schwab for Harbor Funds.<span id=""ms-rterangepaste-end""></span></p>
</html></div>",,,"False",,"707 2ND AVENUE SOUTH
MINNEAPOLIS, MN  55402",2,"No","No",,,41,322,"2018-02-09 14:06:08","2012-11-16 09:45:37","True","True",,,,,,198
"CitiStreet LLC","209028",,"2015-12-01 00:00:00",,,"3989",,,,,,,,,,,,,,,"<div class=""ExternalClassB69EE839DC6F45A38B6987E0D4CD5E40""><html>
  <div class=""ExternalClassB86949723B15473BBBC1211EFEE17EBD"">
    <p>CITISTREET, ATTN&#58; ANN COLLINS<br>Routing&#58; 011000028</br></p>
<p>Account&#58; 322859</p>
<p>&#160;<br>​</br></p></div>
</html></div>","CITISTREET
ONE HERITAGE DRIVE
NORTH QUINCY, MA 21712-105",,,,,"No",,,,,,,,"No","https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/citistreet%20associates%20llc%20209028/default.aspx, Site",,,,"False",,"One Orange Way, C2N
Windsor, CT 06095",13,,,,,41,105,"2015-12-01 08:18:03","2012-11-16 09:46:21",,,,,,,,199
"GPC Securities Inc","0678",,"2011-11-30 00:00:00",,,,,,,,,,,,,,,,,,,"1201 PEACHTREE ST NE
400 COLONY SQUARE
ATLANTA, GA 30361-3503",,,,,,,,,,,,,"No","https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/gpc%20securities%200678/default.aspx, Site",,"<div class=""ExternalClass57B6F42CCCD54CB4A9EDC5254188AFF3"">
  <div></div>
</div>",,"False",,,37,,,,,41,90,"2015-05-08 10:08:48","2012-11-16 09:48:27",,,,,,,,200
